Approved Symbol	Synonyms	Chromosome	Entrez Gene ID	Gene Family Name
IGLVIV-59	IGLV(IV)-59	22q11.2	28761	Immunoglobulin lambda locus at 22q11.2
IGLVIV-64	IGLV(IV)-64	22q11.2	28760	Immunoglobulin lambda locus at 22q11.2
IGLVIV-65	IGLV(IV)-65	22q11.2	28759	Immunoglobulin lambda locus at 22q11.2
IGLVIV-66-1	IGLV(IV)-66-1	22q11.2	84097	Immunoglobulin lambda locus at 22q11.2
IGLVIVOR22-1	IGLV(IV)/OR22-1	22q11.2-q12.1	84088	Immunoglobulin lambda (IGL) orphons
IGLVIVOR22-2	IGLV(IV)/OR22-2	22q12.2-q12.3	84087	Immunoglobulin lambda (IGL) orphons
IGLVV-58	IGLV(V)-58	22q11.2	28758	Immunoglobulin lambda locus at 22q11.2
IGLVV-66	IGLV(V)-66	22q11.2	28757	Immunoglobulin lambda locus at 22q11.2
IGLVVI-22-1	IGLV(VI)-22-1	22q11.2	84091	Immunoglobulin lambda locus at 22q11.2
IGLVVI-25-1	IGLV(VI)-25-1	22q11.2	84090	Immunoglobulin lambda locus at 22q11.2
IGLVVII-41-1	IGLV(VII)-41-1	22q11.2	84089	Immunoglobulin lambda locus at 22q11.2
IGSF1	KIAA0364, IGDC1, IGCD1, INHBP, MGC75490, PGSF2	Xq25	3547	Immunoglobulin-like domain containing
IGSF3	V8, EWI-3, MGC117164	1p13	3321	V-set domain containing|Immunoglobulin-like domain containing
IGSF5	JAM4	21q22.2	150084	I-set domain containing|Immunoglobulin-like domain containing
IGSF6	DORA	16p12.2	10261	V-set domain containing
IGSF8	CD81P3, EWI2, PGRL, CD316	1q23.1	93185	CD molecules|V-set domain containing
IGSF9	KIAA1355, Nrt1, IGSF9A	1q22-q23	57549	Fibronectin type III domain containing|I-set domain containing|Immunoglobulin-like domain containing
IGSF9B	KIAA1030	11q25	22997	Fibronectin type III domain containing|I-set domain containing|V-set domain containing|Immunoglobulin-like domain containing
IGSF10	FLJ25972, CMF608	3q25.1	285313	I-set domain containing
IGSF11	BT-IgSF, MGC35227, Igsf13, VSIG3, CT119	3q21.2	152404	I-set domain containing
IGSF11-AS1		3q13.32	100506765	
IGSF21	MGC15730, RP11-121A23.1	1p36.13	84966	V-set domain containing|Immunoglobulin-like domain containing
IGSF22	FLJ37794, IGFN2	11p15.1	283284	Fibronectin type III domain containing|I-set domain containing
IGSF23		19q13.31	147710	Immunoglobulin-like domain containing
IHG1		X		
IHH	HHG2, BDA1	2q33-q35	3549	
IK		5q31.3	3550	
IKBIP	FLJ31051, IKIP	12q23.1	121457	
IKBKAP	IKAP, TOT1, ELP1, IKI3	9q31	8518	Elongator acetyltransferase complex 
IKBKB	IKK2, NFKBIKB, IKK-beta, IKKB	8p11.2	3551	
IKBKE	IKKE, IKK-i, KIAA0151	1q32.1	9641	
IKBKG	IKK-gamma, NEMO, Fip3p, FIP-3, FIP3, ZC2HC9	Xq28	8517	Zinc fingers, C2HC-type
IKBKGP1	deltaNEMO	Xq28	246210	
IKZF1	hIk-1, LyF-1, Hs.54452, IKAROS, PPP1R92	7p12.2	10320	Protein phosphatase 1 regulatory subunits|Zinc fingers, C2H2-type
IKZF2	Helios	2q13.1	22807	Zinc fingers, C2H2-type
IKZF3	Aiolos	17q11.2	22806	Zinc fingers, C2H2-type
IKZF4	Eos	12q13	64375	Zinc fingers, C2H2-type
IKZF5	Pegasus, FLJ22973	10q26	64376	Zinc fingers, C2H2-type
IL1A	IL1F1, IL-1A, IL1-ALPHA	2q14	3552	Interleukins|Endogenous ligands
IL1B	IL1F2, IL-1B, IL1-BETA	2q14	3553	Interleukins|Endogenous ligands
IL1F10	FKSG75, IL-1HY2, IL-1F10, IL1-theta, MGC11983, MGC119832, MGC119833	2q13	84639	Interleukins
IL1R1	D2S1473, CD121A	2q12	3554	I-set domain containing|CD molecules|Immunoglobulin-like domain containing|Interleukin receptors
IL1R2	CD121b	2q12	7850	CD molecules|Immunoglobulin-like domain containing|Interleukin receptors
IL1RAP	IL-1RAcP, IL1R3, C3orf13	3q28	3556	Immunoglobulin-like domain containing|Interleukin receptors
IL1RAPL1	OPHN4, TIGIRR-2, IL1R8	Xp22.1-p21.3	11141	X-linked mental retardation|I-set domain containing|Immunoglobulin-like domain containing|Interleukin receptors
IL1RAPL2	IL-1R9, TIGIRR-1, IL1RAPL-2, IL1R9	Xq22	26280	Immunoglobulin-like domain containing|Interleukin receptors
IL1RL1	ST2, FIT-1, ST2L, ST2V, DER4, T1, IL33R	2q12	9173	I-set domain containing|Immunoglobulin-like domain containing|Interleukin receptors
IL1RL2	IL1R-rp2, IL1RRP2	2q12	8808	Immunoglobulin-like domain containing|Interleukin receptors
IL1RN	IL1RA, ICIL-1RA, IL1F3, IRAP, IL-1RN, MGC10430	2q14.2	3557	Interleukins|Endogenous ligands|Interleukin receptors
IL2	IL-2, TCGF	4q26-q27	3558	Interleukins
IL2RA	CD25	10p15-p14	3559	Sushi domain containing|CD molecules|Interleukin receptors
IL2RB	CD122	22q13		CD molecules|Interleukin receptors
IL2RG	CD132	Xq13	3561	Fibronectin type III domain containing|CD molecules|Interleukin receptors
IL3	IL-3, MULTI-CSF, MCGF, MGC79398, MGC79399	5q31.1	3562	Interleukins
IL3RA	CD123	Xp22.3 and Yp13.3	3563	CD molecules|Pseudoautosomal region 1|Interleukin receptors
IL4	BSF1, IL-4, BCGF1, BCGF-1, MGC79402	5q23-q31	3565	Interleukins
IL4I1	FIG1	19q13.33	259307	
IL4R	CD124	16p12.1-p11.2	3566	CD molecules|Interleukin receptors
IL5	IL-5, EDF, TRF	5q31.1	3567	Interleukins
IL5RA	CDw125, CD125	3p26-p24		CD molecules|Interleukin receptors
IL6	IL-6, BSF2, HGF, HSF	7p15.3	3569	Interleukins|Interferons
IL6R	CD126	1q21	3570	CD molecules|Immunoglobulin-like domain containing|Interleukin receptors
IL6RP1		9q22.2	157916	
IL6ST	GP130, CD130	5q11.2	3572	Fibronectin type III domain containing|CD molecules|Interleukin receptors
IL6STP1		17p11	3573	
IL7	IL-7	8q12-q13	3574	Interleukins
IL7R	CD127	5p13	3575	Fibronectin type III domain containing|CD molecules|Interleukin receptors
IL9	IL-9, HP40, P40	5q31-q35	3578	Interleukins
IL9R	CD129	Xq28 and Yq12	3581	CD molecules|Pseudoautosomal region 2|Interleukin receptors
IL9RP1		9q34	100128449	
IL9RP2		10p15.3	439945	
IL9RP3		16p13.3	729486	
IL9RP4		18p11.32	100132166	
IL10	CSIF, TGIF, IL10A, IL-10	1q31-q32	3586	Interleukins
IL10RA	HIL-10R, CDW210A, CD210a, CD210	11q23	3587	CD molecules|Interleukin receptors
IL10RB	CRF2-4, CDW210B, IL-10R2	21q22.11	3588	CD molecules|Interleukin receptors
IL10RB-AS1	IFNAR2-AS1	21q22.11	100288432	
IL11	IL-11, AGIF	19q13.3-q13.4	3589	Interleukins|Endogenous ligands
IL11RA		9p13	3590	Immunoglobulin-like domain containing|Interleukin receptors
IL12A	CLMF, IL-12A, p35, NFSK	3q25.33	3592	Interleukins
IL12A-AS1		3q25.33	101928376	
IL12B	CLMF, IL-12B, NKSF, CLMF2	5q33.3	3593	Interleukins|Immunoglobulin-like domain containing
IL12RB1	CD212	19p13.1		Fibronectin type III domain containing|CD molecules|Interleukin receptors
IL12RB2		1p31.3-p31.2	3595	Fibronectin type III domain containing|Interleukin receptors
IL13	P600, IL-13, ALRH, BHR1, MGC116786, MGC116788, MGC116789	5q31	3596	Interleukins
IL13RA1	IL-13Ra, NR4, CD213a1	Xq24	3597	CD molecules|Interleukin receptors
IL13RA2	IL-13R, IL13BP, CD213a2, CT19	Xq23	3598	CD molecules|Interleukin receptors
IL15	IL-15, MGC9721	4q31	3600	Interleukins
IL15RA	CD215, IL-15RA	10p15.1	3601	Sushi domain containing|CD molecules|Interleukin receptors
IL16	LCF, IL-16, prIL-16, HsT19289, FLJ42735, FLJ16806	15q26.3	3603	Interleukins
IL17A	IL-17A, IL-17	6p12	3605	Interleukins
IL17B	IL-17B, ZCYTO7, IL-20, MGC138900, MGC138901, NIRF	5q33.1	27190	Interleukins
IL17C	IL-17C, CX2, IL-21, MGC126884, MGC138401	16q24	27189	Interleukins
IL17D	IL-22, IL-27, IL-17D, IL27, FLJ30846	13q11	53342	Interleukins
IL17F	IL-17F, ML-1, ML1	6p12	112744	Interleukins
IL17RA	hIL-17R, IL-17RA, CDw217, CD217	22q11.1	23765	CD molecules|Interleukin receptors
IL17RB	IL17RH1, EVI27, CRL4	3p21.1	55540	Interleukin receptors
IL17RC	IL17-RL	3p25.3	84818	Interleukin receptors
IL17RD	SEF, IL17RLM, FLJ35755, IL-17RD	3p21.1	54756	Interleukin receptors
IL17RE	FLJ23658	3p25.3	132014	Interleukin receptors
IL17REL	FLJ41993	22q13.33	400935	
IL18	IGIF, IL1F4, IL-1g, IL-18	11q23.1	3606	Interleukins
IL18BP	IL18BPa	11q13	10068	Immunoglobulin-like domain containing
IL18R1	IL1RRP, IL-1Rrp, CD218a	2q12	8809	CD molecules|Immunoglobulin-like domain containing|Interleukin receptors
IL18RAP	AcPL, CD218b	2q12.1	8807	CD molecules|Immunoglobulin-like domain containing|Interleukin receptors
IL19	IL-19, MDA1, ZMDA1, IL-10C, NG.1	1q32.2	29949	Interleukins
IL20	ZCYTO10, IL10D, IL-20	1q32	50604	Interleukins
IL20RA	ZCYTOR7, IL-20R1	6q23.3	53832	Interleukin receptors
IL20RB	DIRS1, IL-20R2, MGC34923	3q22.3	53833	Fibronectin type III domain containing|Interleukin receptors
IL20RB-AS1		3q22.3		
IL21	Za11, IL-21	4q26-q27	59067	Interleukins
IL21-AS1		4q27		
IL21R	CD360	16p11	50615	CD molecules|Interleukin receptors
IL21R-AS1		16p12.1	283888	
IL22	ILTIF, IL-21, zcyto18, IL-TIF, IL-D110, TIFa, TIFIL-23, IL-22, MGC79382, MGC79384	12q15	50616	Interleukins
IL22RA1	CRF2-9	1p36.11	58985	Interleukin receptors
IL22RA2	CRF2-S1, IL-22BP	6q24.1-q24.2		Interleukin receptors
IL23A	SGRF, IL23P19, IL-23, IL-23A, P19	12q13.13	51561	Interleukins
IL23R	IL-23R	1p31.2	149233	
IL24	mda-7, IL10B, Mob-5, C49A, FISP, IL-24	1q32	11009	Interleukins
IL25	IL-25, IL-17E	14q11.2		Interleukins
IL26	AK155, IL-26	12q15	55801	Interleukins
IL27	IL-27, p28, IL27p28, IL-27A, IL27A, MGC71873	16p11	246778	Interleukins
IL27RA	WSX-1, TCCR, CRL1, WSX1, zcytor1, IL-27R	19p13.11	9466	Fibronectin type III domain containing|Interleukin receptors
IL31	IL-31	12q24.31	386653	Interleukins
IL31RA	CRL3, GLM-R, CRL, Glmr, IL-31RA	5q11.2	133396	Fibronectin type III domain containing|Interleukin receptors
IL32	NK4, TAIF, TAIFb, TAIFd	16p13.3	9235	Interleukins
IL33	DVS27, DKFZp586H0523, NF-HEV, IL1F11	9p24.1	90865	Interleukins
IL34	MGC34647, IL-34	16q22.1	146433	Interleukins
IL36A	FIL1, FIL1E, IL-1F6, IL1(EPSILON), MGC129553, MGC129552	2q12-q14.1	27179	Interleukins
IL36B	FIL1, IL-1H2, IL-1F8, FILI-(ETA), IL1-ETA, IL1H2, MGC126880, MGC126882	2q14	27177	Interleukins
IL36G	IL-1H1, IL-1RP2, IL-1F9, IL1H1, IL1E	2q12-q21	56300	Interleukins
IL36RN	FIL1, FIL1(DELTA), FIL1D, IL1HY1, IL1RP3, IL1L1, IL-1F5, IL36RA, MGC29840	2q14	26525	Interleukins
IL37	FIL1, FIL1Z, FIL1(ZETA), IL-1H4, IL-1RP1, IL-1F7	2q12-q14.1	27178	Interleukins
ILDR1	MGC50831	3q21.1	286676	
ILDR2		1q24.1	387597	
ILF2	NF45	1q21.3	3608	
ILF2P1		3p14.1	100421506	
ILF2P2		14q13.2	644616	
ILF3	NF90, MPHOSPH4, MPP4, DRBP76, NFAR-1	19p13.2	3609	
ILF3-AS1		19p13.2	147727	
ILK		11p15.4	3611	Ankyrin repeat domain containing
ILKAP	DKFZP434J2031, FLJ10181, PPM1O	2q37.3	80895	Protein phosphatases, Mg2+/Mn2+ dependent
ILVBL	209L8, AHAS, ILV2H, MGC1269, FLJ39061, MGC19535	19p13.1	10994	
IMMP1L	FLJ25059	11p13	196294	
IMMP1LP1		11q13.1	729101	
IMMP1LP2		12q24.13	105369987	
IMMP1LP3		7p22.3		
IMMP2L	IMP2	7q31	83943	
IMMT	P87, P89, HMP, MINOS2, Mic60	2p11.2	10989	
IMMTP1		21q22.3	54045	
IMP3	FLJ10968, BRMS2	15q24	55272	
IMP3P1		9p23	646087	
IMP3P2		7q32.1		
IMP4	MGC19606, BXDC4	2q21.1	92856	
IMPA1		8q21.1-q21.3	3612	Phosphoinositide phosphatases
IMPA1P		8q21.13	650747	
IMPA2		18p11.2	3613	Phosphoinositide phosphatases
IMPACT	RWDD5	18q11.2-q12.1	55364	
IMPAD1	FLJ20421, IMPA3, gPAPP	8q12.1	54928	
IMPDH1	sWSS2608, LCA11	7q31.3-q32	3614	
IMPDH1P1	bA537H15.4	9p13.3	340499	
IMPDH1P2		Xp11.4	402394	
IMPDH1P3		7q34	136307	
IMPDH1P4		Xp11.3	139334	
IMPDH1P5		10q22.3	340780	
IMPDH1P6		8q24.13	392267	
IMPDH1P7		2q32.1	391467	
IMPDH1P8		3p24.3	131961	
IMPDH1P9		6p22.3	441132	
IMPDH1P10		2q33.1		
IMPDH1P11		16p13.13	727833	
IMPDH2		3p21.2	3615	
IMPG1	IPM150, GP147	6q14.2-q15	3617	
IMPG2	IPM200, RP56	3q12.2-q12.3	50939	
INA	NF-66	10q24	9118	Intermediate filaments Type IV
INADL	Cipp, PATJ	1p31	10207	
INAFM1		19q13.32	255783	
INAFM2	OGU1	15q15.1	100505573	
INCA1		17p13.2	388324	
INCENP	FLJ31633	11q12.3	3619	
INE1	NCRNA00010	Xp11.4-p11.3	8552	
INE2	NCRNA00011	Xp22.2	8551	
INF2	MGC13251	14q32.33	64423	
ING1	p33ING1, p33ING1b, p24ING1c, p33, p47, p47ING1a	13q34	3621	PHD finger proteins
ING2	p33ING2	4q35.1	3622	PHD finger proteins
ING3	p47ING3, FLJ20089, Eaf4, MEAF4	7q31	54556	PHD finger proteins
ING4	p29ING4, my036	12p13.32	51147	PHD finger proteins
ING5	FLJ23842, p28ING5	2q37.3	84289	PHD finger proteins
INGX	ING1-like	Xq12	27160	
INHA		2q35	3623	
INHBA		7p15-p13	3624	Endogenous ligands
INHBA-AS1		7p14.1	285954	
INHBB		2q14.2	3625	Endogenous ligands
INHBC		12q13	3626	
INHBE	activin, MGC4638	12q13.2	83729	
INIP	HSPC043, hSSBIP1, SOSS-C, MISE	9q32	58493	
INMT		7p14.3	11185	
INMT-FAM188B		7p14.3	100526825	
INO80	KIAA1259, Ino80, hINO80, INO80A	15q15.1	54617	INO80 complex |DNA helicases
INO80B	HMGIYL4, PAPA-1, hIes2, PAP-1BP, IES2	2p13.1	83444	INO80 complex |Zinc fingers, HIT-type
INO80B-WBP1		2p13.1	100532735	
INO80C	FLJ38183, hIes6, IES6	18q12.2	125476	INO80 complex 
INO80D	FLJ20309	2q33.3	54891	INO80 complex 
INO80E	FLJ90652	16p11.2	283899	INO80 complex 
INPP1		2q32	3628	Phosphoinositide phosphatases
INPP4A		2q11.2	3631	C2 domain containing
INPP4B		4q31.1	8821	Phosphoinositide phosphatases|C2 domain containing
INPP5A	5PTASE	10q26.3	3632	Phosphoinositide phosphatases
INPP5B		1p34	3633	Phosphoinositide phosphatases
INPP5D	SHIP, hp51CN, SHIP1	2q37.1	3635	Phosphoinositide phosphatases|SH2 domain containing
INPP5E	PPI5PIV, CORS1	9q34.3	56623	Phosphoinositide phosphatases
INPP5F	SAC2, KIAA0966, hSac2	10q26.13	22876	Phosphoinositide phosphatases
INPP5J	INPP5	22q12.2	27124	Phosphoinositide phosphatases
INPP5K	SKIP	17p13.3	51763	Phosphoinositide phosphatases
INPPL1	SHIP2	11q23	3636	Phosphoinositide phosphatases|Sterile alpha motif (SAM) domain containing|SH2 domain containing
INS		11p15.5	3630	Endogenous ligands
INS-IGF2		11p15.5	723961	
INSC		11p15.2	387755	
INSIG1	CL-6, MGC1405	7q36	3638	
INSIG2		2q14.1	51141	
INSL3	RLF, MGC119818, MGC119819	19p13.11	3640	Endogenous ligands
INSL4	EPIL	9p24	3641	
INSL5		1p31.3	10022	Endogenous ligands
INSL6	RIF1	9p24	11172	
INSM1	IA-1, IA1	20p11.2	3642	
INSM2	IA-6	14q13.1		Zinc fingers, C2H2-type
INSR	CD220	19p13.3-p13.2	3643	Fibronectin type III domain containing|CD molecules|Receptor Tyrosine Kinases
INSRR	IRR	1q21-q23	3645	Fibronectin type III domain containing|Receptor Tyrosine Kinases
INTS1	DKFZp586J0619, KIAA1440, INT1, NET28	7p22.3	26173	
INTS2	INT2	17q23.2	57508	
INTS3	FLJ21919, INT3, SOSS-A	1q21.3	65123	
INTS4	INT4, MGC16733, MST093	11q14.1	92105	
INTS4P1	FLJ25037	7q11.21	285905	
INTS4P2	MGC133166	7q11.21	644619	
INTS5	INT5	11q12.3	80789	
INTS6	DICE1, HDB, Notchl2, DBI-1, DDX26A, INT6	13q14.3	26512	
INTS6-AS1		13q14.3	100507398	
INTS6L	FLJ41215	Xq26	203522	
INTS6L-AS1		Xq26.3		
INTS6P1		5p13.1	285634	
INTS7	DKFZP434B168, INT7	1q32.3	25896	
INTS8	FLJ20530, INT8, MGC131633	8q22.1	55656	
INTS9	FLJ10871, CPSF2L, RC-74	8p21.1	55756	
INTS10	FLJ10569, INT10	8p21.3	55174	
INTS12	SBBI22, INT12	4q24	57117	PHD finger proteins
INTU	KIAA1284	4q28.2	27152	
INVS		9q31	27130	Ankyrin repeat domain containing
IP6K1	KIAA0263	3p21.31	9807	
IP6K2		3p21.31	51447	
IP6K3	INSP6K3	6p21.31	117283	
IPCEF1	PIP3-E, KIAA0403	6q25.2	26034	Pleckstrin homology domain containing
IPMK		10q21.1	253430	
IPMKP1		13q12.12	401730	
IPO4	Imp4, FLJ23338	14q11.2	79711	Importins
IPO5	IMB3, MGC2068, Pse1	13q32.2	3843	Importins
IPO5P1		19p12	100132815	
IPO7	Imp7	11p15.3	10527	Importins
IPO7P1		Xp11.22	100129708	
IPO7P2		13q12.12	100128337	
IPO8	IMP8	12p11.21	10526	Importins
IPO8P1		1q32.2	100418819	
IPO9	Imp9, FLJ10402	1q31.3	55705	Importins
IPO9-AS1		1q32.1		
IPO11	RanBP11	5q12.1	51194	Importins
IPO13	IMP13, KIAA0724, RANBP13	1p34.1	9670	Importins
IPP	KLHL27	1p34-p32	3652	BTB (POZ) domain containing|Kelch-like
IPPK	INSP5K2, FLJ13163, IP5K, IPK1	9q22.31	64768	
IPPKP1		13q12.11		
IPW	NCRNA00002	15q11.2	3653	Long non-coding RNAs
IQCA1	FLJ22527, DRC11	2q37.3	79781	Dynein regulatory complex|AAA ATPases (ATPases associated with diverse cellular activities)
IQCA1-AS1		2q37		
IQCA1L	TCAG_9762	7q36.1	392843	
IQCB1	KIAA0036, NPHP5, SLSN5	3q21.1	9657	
IQCB2P	dJ313I6.1	6p22.1	340192	
IQCC	FLJ10547	1p36.11-p34.2	55721	
IQCD	DRC10, CFAP84	12q24.21	115811	Dynein regulatory complex
IQCE	KIAA1023	7p22.3	23288	
IQCF1	MGC39725	3p21.31	132141	
IQCF2		3p21.31	389123	
IQCF3		3p21.31	401067	
IQCF5		3p21.1	389124	
IQCF5-AS1		3p21.2	101928999	
IQCF6		3p21.1	440956	
IQCG	DKFZp434B227, DRC9, CFAP122	3q29	84223	Dynein regulatory complex
IQCH	FLJ12476	15q23	64799	
IQCH-AS1		15q23	100506686	
IQCJ		3q25.32	654502	
IQCJ-SCHIP1		3q25.33	100505385	
IQCJ-SCHIP1-AS1		3q25.33		
IQCK	MGC35048, FLJ36575	16p12.3	124152	
IQGAP1	p195, KIAA0051, SAR1, HUMORFA01	15q26.1	8826	
IQGAP2		5q	10788	
IQGAP3		1q21.3	128239	
IQSEC1	KIAA0763, GEP100, BRAG2, ARF-GEP100	3p25.2	9922	
IQSEC2	KIAA0522	Xp11.23	23096	X-linked mental retardation
IQSEC3	KIAA1110, MGC30156	12p13.33	440073	
IQSEC3P1		12p13.33	100132450	
IQSEC3P2		12p13.2	100130073	
IQSEC3P3		20q13.33	728056	
IQUB	FLJ35834	7q31.32	154865	
IRAIN	IGF1R-AS	15q26.3		
IRAK1	IRAK, pelle	Xq28	3654	
IRAK1BP1	AIP70, SIMPL	6q14.1	134728	
IRAK2		3p25.2	3656	
IRAK3	IRAK-M	12q13.13		
IRAK4	NY-REN-64	12q12	51135	
IREB2	IRP2	15q25.1	3658	
IRF1	MAR	5q23-q31	3659	
IRF2		4q35.1	3660	
IRF2BP1	DKFZP434M154, IRF-2BP1	19q13.32	26145	
IRF2BP2	IRF-2BP2	1q42.3	359948	
IRF2BPL	EAP1, KIAA1865	14q24.3	64207	
IRF3		19q13.33	3661	
IRF4	LSIRF	6p25.3	3662	
IRF5		7q32	3663	
IRF5P1		8q22.1	100420406	
IRF6	OFC6, VWS1	1q32.2-q32.3	3664	
IRF7		11p15.5	3665	
IRF8	IRF-8, ICSBP	16q24.1	3394	
IRF9		14q11.2	10379	
IRG1		13q22.3	730249	
IRGC	Iigp5, CINEMA	19q13.32	56269	
IRGM	LRG47, LRG-47, IFI1	5q33.1	345611	
IRGQ	FKSG27	19q13.31	126298	
IRS1	HIRS-1	2q36	3667	Pleckstrin homology domain containing
IRS2		13q34	8660	Pleckstrin homology domain containing
IRS3P		7q22	442338	
IRS4	PY160, IRS-4	Xq22.3	8471	
IRX1	IRX-5	5p15.33	79192	TALE class homeboxes and pseudogenes
IRX1P1		13q12.12	646390	TALE class homeboxes and pseudogenes
IRX2		5p15.33	153572	TALE class homeboxes and pseudogenes
IRX3	IRX-1	16q12.2	79191	TALE class homeboxes and pseudogenes
IRX4		5p15.33	50805	TALE class homeboxes and pseudogenes
IRX4P1		18p11.22		TALE class homeboxes and pseudogenes
IRX5	IRX-2a	16q12.2	10265	TALE class homeboxes and pseudogenes
IRX6	IRX-3	16q12.2	79190	TALE class homeboxes and pseudogenes
ISCA1	MGC4276, ISA1, hIscA	9q22.1	81689	
ISCA1P1		5q12.1	389293	
ISCA1P2		1q42.13	100288517	
ISCA1P3		17q22	100131092	
ISCA1P4		15q15.1	100128012	
ISCA1P5		19p13.11	100288250	
ISCA1P6		2q14.3	100130549	
ISCA2	ISA2	14q24.2	122961	
ISCA2P1		22q12.1	100287193	
ISCU	ISU2, hnifU, IscU	12q24.1	23479	
ISCUP1		1q24.2	100462833	
ISG15	IFI15, UCRP	1p36.33	9636	
ISG20	HEM45, CD25	15q26	3669	Exonucleases
ISG20L2	FLJ12671	1q23.1	81875	Exonucleases
ISL1	Isl-1, ISLET1	5q11.2	3670	LIM class homeoboxes
ISL2	FLJ10160	15q24.3	64843	LIM class homeoboxes
ISLR	HsT17563	15q23-q24	3671	I-set domain containing
ISLR2	KIAA1465	15q24.1	57611	Immunoglobulin-like domain containing
ISM1	bA149I18.1	20p12.1	140862	
ISM1-AS1		20p12.1	100505536	
ISM2	FLJ32147, TAIL1	14q24.3	145501	
ISOC1	CGI-111	5q22.1-q33.3	51015	
ISOC2	FLJ23469	19q13.42	79763	
ISPD	hCG_1745121, IspD, Nip	7p21.2	729920	
ISPD-AS1		7p21.2	100506025	
IST1		16q22.2	9798	ESCRT-III associated factors
ISX	RAXLX	22q12.3	91464	PRD class homeoboxes and pseudogenes
ISX-AS1		22q12.3	101926957	
ISY1	KIAA1160, fSAP33	3q21.3	57461	
ISY1-RAB43		3q21.3	100534599	
ISYNA1	Ino1, INOS, IPS	19p13.11	51477	
ITCH	AIP4	20q11.22	83737	C2 domain containing
ITCH-AS1		20q11.22		
ITCH-IT1		20q11.22		
ITFG1	CDA08, TIP, LNKN-1	16q12.1	81533	
ITFG1-AS1		16q12.1	101927102	
ITFG2	MDS028	12p13.33	55846	
ITGA1	VLA1, CD49a	5q11.1	3672	Integrin subunits, alpha|CD molecules
ITGA2	CD49b	5q11.2	3673	Integrin subunits, alpha|CD molecules
ITGA2B	CD41B, CD41, PPP1R93	17q21.32	3674	Integrin subunits, alpha|CD molecules|Protein phosphatase 1 regulatory subunits
ITGA3	CD49c, VLA3a, VCA-2, GAP-B3	17q21.33	3675	Integrin subunits, alpha|CD molecules
ITGA4	CD49d	2q31-q32	3676	Integrin subunits, alpha|CD molecules
ITGA5	CD49e	12q13.13	3678	Integrin subunits, alpha|CD molecules
ITGA6	CD49f	2q31.1		Integrin subunits, alpha|CD molecules
ITGA7		12q13	3679	Integrin subunits, alpha
ITGA8		10p13	8516	Integrin subunits, alpha
ITGA9	RLC, ITGA4L, ALPHA-RLC	3p21.3	3680	Integrin subunits, alpha
ITGA9-AS1		3p22.2	101928153	
ITGA10		1q21.1	8515	Integrin subunits, alpha
ITGA11	HsT18964	15q23	22801	Integrin subunits, alpha
ITGAD	CD11d, ADB2	16p11.2	3681	Integrin subunits, alpha|CD molecules
ITGAE	CD103, HUMINAE	17p13	3682	Integrin subunits, alpha|CD molecules
ITGAL	LFA-1	16p11.2	3683	Integrin subunits, alpha|CD molecules
ITGAM	MAC-1, CD11b	16p11.2	3684	Complement system|Integrin subunits, alpha|CD molecules
ITGAV	CD51	2q31-q32	3685	Integrin subunits, alpha|CD molecules
ITGAX	CD11c	16p11.2	3687	Complement system|Integrin subunits, alpha|CD molecules
ITGB1	CD29, GPIIA	10p11.2	3688	Integrin subunits, beta |CD molecules
ITGB1BP1	ICAP-1A, ICAP-1B, ICAP1, ICAP1A, ICAP1B, ICAP-1alpha	2p25.2	9270	
ITGB1BP2	CHORDC3	Xq12.1-q13	26548	
ITGB1P1	ITGB1L	19p13.12	100422691	
ITGB2	LFA-1, MAC-1	21q22.3	3689	Complement system|Integrin subunits, beta |CD molecules
ITGB2-AS1		21q22.3	100505746	
ITGB3	CD61, GPIIIa	17q21.32	3690	Integrin subunits, beta |CD molecules
ITGB3BP	NRIF3, HSU37139, TAP20, CENPR	1p31.3	23421	
ITGB4	CD104	17q25.1	3691	Fibronectin type III domain containing|Integrin subunits, beta |CD molecules
ITGB5		3q21.2	3693	Integrin subunits, beta 
ITGB5-AS1		3q21.2		
ITGB6		2q24.2	3694	Integrin subunits, beta 
ITGB7		12q13.1	3695	Integrin subunits, beta 
ITGB8		7p15.3	3696	Integrin subunits, beta 
ITGBL1	TIED, OSCP	13q33	9358	Integrin subunits, beta 
ITIH1	H1P, IATIH, ITIH	3p21.1	3697	
ITIH2	H2P	10p14	3698	
ITIH3	H3P	3p21.1	3699	
ITIH4	IHRP, H4P	3p21.1	3700	
ITIH4-AS1		3p21.1		
ITIH5	MGC10848	10p14	80760	
ITIH6	UNQ6369	Xp11.22-p11.21	347365	
ITK	EMT, PSCTK2, LYK	5q31-q32	3702	Pleckstrin homology domain containing|SH2 domain containing
ITLN1	ITLN, FLJ20022, LFR, HL-1, hIntL	1q21.3	55600	
ITLN2	HL-2	1q22-q23.5	142683	Fibrinogen C domain containing
ITM2A	BRICD2A, E25A	Xq13.3-q21.2	9452	BRICHOS domain containing
ITM2B	BRI, E25B, E3-16, BRICD2B, BRI2	13q14.2	9445	BRICHOS domain containing
ITM2BP1	HsT33912	17q11.2	100420308	
ITM2C	BRI3, E25, hRPC.1050_D_4, ITM3, BRICD2C	2q37	81618	BRICHOS domain containing
ITPA	HLC14-06-P, dJ794I6.3	20p	3704	
ITPK1		14q32.12	3705	
ITPK1-AS1		14q32.12	319085	
ITPKA	IP3KA, IP3-3KA	15q15.1	3706	
